Trd, 000056.575, 75.0
Trd, 000057.900, 65.0
Trd, 000064.525, 101.0
Trd, 000067.225, 108.0
Trd, 000068.175, 113.0
Trd, 000069.075, 113.0
Trd, 000072.925, 107.0
Trd, 000073.550, 92.0
Trd, 000074.925, 121.0
Trd, 000075.775, 124.0
Trd, 000077.750, 130.0
Trd, 000079.625, 83.0
Trd, 000079.775, 97.0
Trd, 000080.475, 79.0
Trd, 000082.175, 111.0
Trd, 000082.750, 97.0
Trd, 000083.275, 76.0
Trd, 000088.700, 98.0
Trd, 000091.500, 106.0
Trd, 000091.575, 69.0
Trd, 000091.650, 117.0
Trd, 000094.550, 86.0
Trd, 000095.900, 65.0
Trd, 000098.475, 91.0
Trd, 000101.700, 109.0
Trd, 000102.000, 75.0
Trd, 000104.250, 97.0
Trd, 000111.600, 97.0
Trd, 000114.775, 111.0
Trd, 000116.400, 84.0
Trd, 000116.625, 80.0
Trd, 000120.575, 101.0
Trd, 000120.650, 102.0
Trd, 000122.525, 107.0
Trd, 000123.925, 94.0
Trd, 000126.675, 90.0
Trd, 000128.175, 70.0
Trd, 000131.250, 97.0
Trd, 000131.925, 101.0
Trd, 000132.500, 101.0
Trd, 000132.575, 118.0
Trd, 000136.625, 91.0
Trd, 000136.850, 87.0
Trd, 000137.650, 94.0
Trd, 000143.375, 121.0
Trd, 000144.075, 107.0
Trd, 000147.550, 109.0
Trd, 000149.500, 83.0
Trd, 000151.275, 78.0
Trd, 000154.275, 96.0
Trd, 000154.500, 70.0
Trd, 000156.625, 108.0
Trd, 000157.075, 126.0
Trd, 000157.275, 102.0
Trd, 000159.500, 117.0
Trd, 000162.425, 75.0
Trd, 000164.875, 67.0
Trd, 000164.925, 97.0
Trd, 000167.825, 66.0
Trd, 000169.600, 101.0
Trd, 000170.550, 106.0
Trd, 000171.175, 85.0
Trd, 000177.175, 118.0
Trd, 000178.025, 110.0
Trd, 000178.850, 128.0
Trd, 000181.925, 128.0
Trd, 000182.150, 122.0
Trd, 000183.500, 81.0
Trd, 000185.550, 88.0
Trd, 000186.200, 94.0
Trd, 000189.425, 96.0
Trd, 000195.200, 110.0
Trd, 000199.650, 107.0
Trd, 000200.075, 112.0
Trd, 000200.450, 84.0
Trd, 000203.325, 85.0
Trd, 000205.150, 77.0
Trd, 000210.450, 105.0
Trd, 000212.025, 96.0
Trd, 000215.225, 110.0
Trd, 000218.425, 116.0
Trd, 000221.325, 94.0
Trd, 000224.225, 102.0
Trd, 000226.775, 102.0
Trd, 000226.975, 84.0
Trd, 000227.400, 71.0
Trd, 000229.425, 91.0
Trd, 000230.125, 118.0
Trd, 000233.750, 98.0
Trd, 000235.725, 126.0
Trd, 000237.925, 76.0
Trd, 000238.125, 79.0
Trd, 000240.325, 94.0
Trd, 000243.225, 84.0
Trd, 000243.550, 103.0
Trd, 000244.650, 109.0
Trd, 000245.650, 83.0
Trd, 000248.225, 97.0
Trd, 000249.725, 77.0
Trd, 000254.325, 69.0
Trd, 000256.375, 91.0
Trd, 000257.525, 65.0
Trd, 000260.275, 102.0
Trd, 000260.550, 104.0
Trd, 000264.175, 94.0
Trd, 000266.350, 79.0
Trd, 000266.775, 84.0
Trd, 000268.350, 112.0
Trd, 000271.025, 119.0
Trd, 000272.425, 102.0
Trd, 000272.475, 76.0
Trd, 000272.650, 69.0
Trd, 000273.500, 121.0
Trd, 000275.750, 77.0
Trd, 000279.325, 124.0
Trd, 000279.550, 115.0
Trd, 000281.100, 113.0
Trd, 000284.150, 101.0
Trd, 000286.100, 107.0
Trd, 000286.375, 122.0
Trd, 000288.675, 93.0
Trd, 000292.175, 87.0
Trd, 000293.525, 81.0
Trd, 000297.675, 92.0
Trd, 000300.750, 102.0
Trd, 000302.725, 117.0
Trd, 000303.750, 86.0
Trd, 000306.450, 76.0
Trd, 000306.875, 92.0
Trd, 000307.125, 109.0
Trd, 000307.800, 76.0
Trd, 000312.925, 127.0
Trd, 000316.850, 94.0
Trd, 000316.950, 65.0
Trd, 000322.625, 92.0
Trd, 000322.675, 98.0
Trd, 000324.850, 102.0
Trd, 000325.850, 86.0
Trd, 000330.625, 102.0
Trd, 000331.300, 101.0
Trd, 000334.125, 122.0
Trd, 000338.550, 125.0
Trd, 000339.775, 101.0
Trd, 000344.100, 80.0
Trd, 000344.575, 117.0
Trd, 000345.425, 126.0
Trd, 000346.600, 109.0
Trd, 000348.050, 84.0
Trd, 000350.875, 73.0
Trd, 000353.150, 81.0
Trd, 000354.275, 87.0
Trd, 000354.675, 101.0
Trd, 000354.900, 86.0
Trd, 000355.700, 100.0
Trd, 000360.575, 106.0
Trd, 000362.100, 109.0
Trd, 000363.875, 118.0
Trd, 000364.200, 93.0
Trd, 000367.875, 99.0
Trd, 000369.550, 102.0
Trd, 000371.550, 83.0
Trd, 000374.100, 127.0
Trd, 000376.550, 109.0
Trd, 000377.850, 130.0
Trd, 000383.250, 133.0
Trd, 000384.375, 98.0
Trd, 000385.300, 95.0
Trd, 000386.575, 91.0
Trd, 000390.925, 82.0
Trd, 000392.000, 76.0
Trd, 000394.000, 70.0
Trd, 000394.075, 66.0
Trd, 000396.450, 85.0
Trd, 000397.425, 74.0
Trd, 000401.000, 94.0
Trd, 000402.850, 102.0
Trd, 000403.400, 107.0
Trd, 000405.950, 87.0
Trd, 000409.650, 80.0
Trd, 000412.850, 96.0
Trd, 000415.850, 114.0
Trd, 000418.850, 97.0
Trd, 000420.325, 87.0
Trd, 000420.800, 109.0
Trd, 000420.900, 117.0
Trd, 000422.125, 75.0
Trd, 000423.500, 121.0
Trd, 000426.250, 81.0
Trd, 000427.675, 96.0
Trd, 000428.900, 73.0
Trd, 000429.400, 102.0
Trd, 000429.700, 67.0
Trd, 000430.175, 73.0
Trd, 000431.800, 63.0
Trd, 000442.525, 111.0
Trd, 000444.075, 102.0
Trd, 000444.325, 97.0
Trd, 000444.375, 114.0
Trd, 000447.000, 132.0
Trd, 000447.075, 123.0
Trd, 000451.100, 117.0
Trd, 000455.925, 104.0
Trd, 000455.950, 111.0
Trd, 000456.050, 91.0
Trd, 000456.500, 84.0
Trd, 000460.325, 104.0
