Trd, 000010.650, 92
Trd, 000014.700, 91
Trd, 000016.450, 99
Trd, 000018.575, 107
Trd, 000025.650, 105
Trd, 000027.425, 110
Trd, 000028.225, 102
Trd, 000029.875, 103
Trd, 000030.925, 105
Trd, 000031.025, 98
Trd, 000039.100, 100
Trd, 000045.325, 100
Trd, 000045.675, 99
Trd, 000045.700, 99
Trd, 000049.900, 100
Trd, 000050.625, 98
Trd, 000054.925, 97
Trd, 000062.375, 101
Trd, 000063.950, 99
Trd, 000073.050, 98
Trd, 000073.250, 97
Trd, 000073.750, 96
Trd, 000074.325, 96
Trd, 000081.100, 98
Trd, 000081.750, 97
Trd, 000085.325, 96
Trd, 000085.350, 96
Trd, 000090.450, 98
Trd, 000092.400, 99
Trd, 000117.925, 100
Trd, 000119.900, 99
Trd, 000121.950, 98
Trd, 000124.750, 98
Trd, 000130.925, 97
Trd, 000135.050, 96
Trd, 000136.525, 98
Trd, 000147.100, 98
Trd, 000148.325, 97
Trd, 000159.375, 97
Trd, 000162.125, 97
Trd, 000174.050, 97
Trd, 000174.550, 98
Trd, 000179.000, 97
Trd, 000188.475, 96
Trd, 000220.325, 96
Trd, 000220.600, 96
Trd, 000220.725, 97
Trd, 000221.925, 95
Trd, 000223.875, 96
Trd, 000224.175, 95
Trd, 000226.275, 95
Trd, 000227.050, 94
Trd, 000231.725, 94
Trd, 000232.275, 96
Trd, 000241.025, 94
Trd, 000245.950, 97
Trd, 000247.225, 98
Trd, 000256.550, 96
Trd, 000275.675, 98
Trd, 000278.225, 98
Trd, 000279.550, 96
Trd, 000285.925, 96
Trd, 000290.575, 94
Trd, 000294.175, 93
Trd, 000299.800, 93
Trd, 000304.750, 92
Trd, 000310.475, 94
Trd, 000329.050, 94
Trd, 000330.650, 93
Trd, 000337.675, 92
Trd, 000348.750, 92
Trd, 000373.600, 93
Trd, 000406.700, 93
Trd, 000411.625, 94
Trd, 000415.000, 93
Trd, 000419.700, 93
Trd, 000445.975, 93
Trd, 000446.950, 92
Trd, 000447.100, 92
Trd, 000448.075, 93
Trd, 000452.275, 92
Trd, 000456.475, 91
Trd, 000460.175, 92
Trd, 000465.175, 91
Trd, 000476.025, 91
Trd, 000487.125, 92
Trd, 000487.800, 91
Trd, 000490.450, 91
Trd, 000491.100, 93
Trd, 000492.175, 91
Trd, 000496.675, 92
Trd, 000506.125, 91
Trd, 000511.650, 90
Trd, 000513.025, 92
Trd, 000540.625, 91
Trd, 000550.150, 92
Trd, 000551.950, 92
Trd, 000565.850, 90
Trd, 000565.900, 90
Trd, 000568.575, 92
Trd, 000569.475, 91
Trd, 000580.425, 91
Trd, 000583.225, 90
Trd, 000584.775, 89
Trd, 000584.850, 89
Trd, 000584.950, 90
Trd, 000585.125, 90
Trd, 000585.475, 90
Trd, 000599.175, 90
